OS_PLATFORM,MODEL,DV_MODEL,CO2_FOOTPRINT,USER_COUNTRY_CD,USER_ID_ENCRYPTED,EMPLOYEE_TYPE,DEVICECAPACITY
17.3,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,112,DE,IWU^P,EMP - Regular,256
17.3.1,IPHONE 12,IPHONE 12,75,RU,GI_]JWO9,EMP - Regular,128
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,E][G`aDO,EMP - Regular,64
17.3.1,IPAD PRO 12.9-INCH 6,IPAD PRO 12.9-INCH 6TH GEN,142,CH,DJXYKTL_,EMP - Regular,256
17.4,IPHONE 13,IPHONE 13,64,US,OQW]>:,EMP - Temporary,128
17.3,IPHONE 12,IPHONE 12,,IT,FPJYY[B[,EMP - Regular,
17.4,IPHONE 12,IPHONE 12,75,CH,PW[ITK2=,EMP - Temporary,128
17.3.1,IPAD PRO 11-INCH. 2N,IPAD PRO 11-INCH 2ND GEN,130,US,DLRRGRB\,EMP - Regular,256
17.4,IPHONE 12,IPHONE 12,75,US,N]P,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,BE,JWXZGMT9,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,US,JMRKKZTS,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,,DK,O]NX`PPZ,EMP - Regular,
17.3.1,IPAD AIR 4TH GEN (WI,IPAD AIR 4TH GEN,,NL,NIJRJWSU,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,75,NL,SIJVJMLR,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,US,][QE],EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,DK,ZQWXNMST,EMP - Regular,128
16.7,IPHONE 12 PRO MAX,IPHONE 12 PRO MAX,,KW,DT\LOUN\,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,US,DJQMTMTX,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,US,EWWRKIVZ,EMP - Regular,128
17.4,IPHONE XR,IPHONE XR,62,CR,OIWHKZK9,EMP - Regular,128
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,PL,SI`PU_F9,EMP - Regular,64
17.4,IPHONE 11,IPHONE 11,77,US,HSUEJQPZ,EMP - Regular,128
17.4,IPAD PRO 12.9-INCH 5,IPAD PRO 12.9-INCH 5TH GEN,,CH,]MVTS9,EMP - Regular,256
17.2,IPAD PRO 11-INCH 4TH,IPAD PRO 11-INCH 4TH GEN,100,BG,JI[FK^BI,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,DE,IIQVTJBS,EMP - Regular,128
17.3,IPHONE 13,IPHONE 13,64,CH,KIPITLP\,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,BR,DO^MGZE,EMP - Regular,128
17.3.1,IPAD (9TH GENERATION,IPAD 9TH GEN,75,CN,K]JRM`:?,EMP - Regular,64
16.7,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,CH,KI[JY\F,EMP - Regular,128
16.7,IPHONE 12,IPHONE 12,70,IN,DZXVG^2,EMP - Regular,64
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,US,JWMFU]UO,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,BR,VQLGNMS\,EMP - Regular,128
17.2.1,IPHONE 14,IPHONE 14,61,CH,W][OG,EMP - Regular,128
17.3.1,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,MX,VIWGNML?,EMP - Regular,128
17.4,IPAD (9TH GENERATION,IPAD 9TH GEN,75,CN,TQ^]?,EMP - Regular,64
16.7,IPAD PRO 11-INCH. 2N,IPAD PRO 11-INCH 2ND GEN,,CN,K]JRM`4?,EMP - Regular,512
16.7,IPHONE 12,IPHONE 12,,PL,KIZE7,EMP - Regular,
17.3.1,IPHONE 12,IPHONE 12,70,MY,M]UEM\JM,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,75,US,PKLSXUO9,EMP - Regular,128
17.3.1,IPHONE 14 PLUS,IPHONE 14 PLUS,75,KW,QINMSP,EMP - Regular,256
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,ETNMIPFJ,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,75,NL,OQNWZMK,EMP - Regular,128
17.3.1,IPHONE 11,IPHONE 11,77,DE,GIWRKVCK,EMP - Regular,128
17.4,IPAD PRO 11-INCH,IPAD PRO 11-INCH 1ST GEN,128,CH,GWYTRMB9,EMP - Regular,256
17.3.1,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,112,CH,UMYSTLO,EMP - Regular,256
17.3.1,IPAD (9TH GENERATION,IPAD 9TH GEN,75,UNKNOWN,XVTRU_O,Unknown,64
16.7,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,HU,WW]LO:,EMP - Regular,64
17.2,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,112,CH,RZL^_SPX,EMP - Regular,256
17.4,IPHONE 13,IPHONE 13,64,US,WP^QSIM[,EMP - Regular,128
17.1.1,IPAD PRO 11-INCH. 2N,IPAD PRO 11-INCH 2ND GEN,130,US,WMMP,EMP - Regular,256
17.2.1,IPHONE 12,IPHONE 12,75,IT,]Qc^ON,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,PE,YQUPKOK9,EMP - Regular,128
17.3.1,IPHONE 14,IPHONE 14,61,CH,OILMUXQ[,EMP - Regular,128
17.4,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,112,CH,OMRXKZNN,EMP - Regular,256
17.1.2,IPHONE 12,IPHONE 12,75,LV,]M[RK^JZ,CW - Contractor,128
17.3.1,IPHONE 14,IPHONE 14,61,DE,V\[MKPMI,EMP - Regular,128
17.4,IPHONE 15,IPHONE 15,56,DE,JZRIVMO],EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,IT,SIPPOIS^,EMP - Regular,128
17.4,IPHONE 15,IPHONE 15,56,US,EIQM,EMP - Regular,128
17.4,IPHONE 15,IPHONE 15,56,ES,SM[I`LFW,EMP - Regular,128
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,WQNX`MB,EMP - Regular,64
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,CH,UQLLGU3=,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,US,S]\LVIOZ,EMP - Regular,128
17.3.1,IPHONE 15,IPHONE 15,56,SA,DTXQGZJV,EMP - Regular,128
17.4,IPHONE 15,IPHONE 15,56,US,ZWXHY\6,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,US,MM\WKKX,EMP - Regular,128
17.4,IPHONE 15,IPHONE 15,56,US,OWWK_A,EMP - Regular,128
17.3.1,IPHONE 15,IPHONE 15,56,CH,VM[GKM,CW - Contractor,128
17.4,IPHONE 15,IPHONE 15,56,TH,UI]XGVT;,EMP - Regular,128
17.3.1,IPAD AIR 5TH GENERAT,IPAD AIR 5TH GEN,80,UNKNOWN,XVTRU_O,Unknown,64
17.3.1,IPHONE 15,IPHONE 15,,PT,FIOIG,EMP - Regular,256
17.4,IPHONE 13,IPHONE 13,64,US,VIWGNN3;,EMP - Regular,128
17.4,IPHONE 15,IPHONE 15,56,US,PQUPKX3?,EMP - Regular,128
17.4,IPHONE 15,IPHONE 15,56,CZ,Hb[S\I[,EMP - Regular,128
17.4,IPHONE 15,IPHONE 15,56,US,JW`HGS2,CW - Contractor,128
17.4,IPHONE 15,IPHONE 15,,PT,EQLEX,EMP - Regular,256
17.4,IPHONE 15,IPHONE 15,56,US,WY^ET,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,DE,Z]NVZMMK,EMP - Regular,128
17.4,IPHONE 15,IPHONE 15,56,DK,KQVIY\,EMP - Long-term IA (LTIA),128
17.4,IPHONE 15,IPHONE 15,56,US,EMLOSIM:,EMP - Regular,128
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,QIPIRS3,EMP - Regular,64
17.2,IPAD PRO 11-INCH. 2N,IPAD PRO 11-INCH 2ND GEN,130,US,OIMMK,EMP - Regular,256
17.4,IPHONE 13,IPHONE 13,64,US,WMSMTLF[,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,CH,WZXITLMS,EMP - Regular,128
16.7,IPHONE 13,IPHONE 13,64,US,QQWER,EMP - Regular,128
16.7,IPHONE 11,IPHONE 11,72,CO,GQJ^J,EMP - Regular,64
17.4,IPHONE 13,IPHONE 13,64,CH,FW[WZMOR,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,SW\GNI,EMP - Regular,64
17.4,IPHONE 13,IPHONE 13,64,US,OMNV<;,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,CN,K]L7>,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,CH,NIKEQKT9,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,US,FZNEYaC,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,CH,GWPVGO,EMP - Regular,128
17.3.1,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,,ES,WM[VGKJI,EMP - Regular,512
17.4,IPHONE 13,IPHONE 13,64,CH,EWUIZ\JZ,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,70,JP,WIWEQ\2=,EMP - Regular,64
16.3.1,IPHONE 12,IPHONE 12,75,ZA,PVbETLB9,EMP - Temporary,128
17.3.1,IPHONE 13,IPHONE 13,64,CH,VTXXZSFM,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,HK,ZWWKS;7,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,CH,XV]IXVBR,CW - Contractor,128
17.4,IPHONE 13,IPHONE 13,64,US,PKQIT,EMP - Regular,128
17.3,IPHONE 12,IPHONE 12,70,PL,PIcYXSB9,EMP - Regular,64
17.4,IPHONE 13,IPHONE 13,64,CH,VQVST\,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,XZKETK[T,EMP - Regular,64
17.3.1,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,US,FI]IRTJI,EMP - Regular,128
17.2,IPHONE XR,IPHONE XR,,PL,NW\GOMX9,CW - Managed Service,
17.3.1,IPHONE 13,IPHONE 13,64,LT,SI_PU^S,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,US,OQWW8<,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,ES,PQLLKTXJ,EMP - Regular,128
16.7.6,IPAD 9.7-INCH. 5TH G,IPAD 5TH GEN 9.7-INCH,,US,YQ[KOVJK,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,US,ETJOKR8,EMP - Regular,128
17.3.1,IPHONE 11,IPHONE 11,77,US,JIUZOVE9,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,CH,EQ\LZ[2,CW - Contractor,128
17.4,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,112,CH,]IVEXWL,EMP - Regular,256
17.3.1,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,US,JZNITM7,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,US,NPXSI;,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,BE,FWUSZQ,EMP - Regular,128
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,US,R[PSULL,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,US,WZXYZUT9,EMP - Regular,128
17.2.1,IPHONE 12,IPHONE 12,75,ES,OI_EXIK,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,CN,OQJS_91,EMP - Regular,128
17.1.2,IPAD 8TH GEN 10.2-IN,IPAD 8TH GEN 10.2-INCH,,ES,PI[GU[TQ,EMP - Regular,128
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,YWWKGUNU,EMP - Regular,64
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,RU,VKQYXSJV,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,75,ES,J]RRGZUI,EMP - Regular,128
16.7,IPHONE 12,IPHONE 12,75,CN,O]S5=,EMP - Regular,128
17.2.1,IPHONE 12,IPHONE 12,75,ES,P]WS`T,EMP - Regular,128
17.4,IPHONE 15,IPHONE 15,56,CZ,NWWIIVZX,EMP - Regular,128
17.3.1,IPHONE 15,IPHONE 15,56,CH,UMRGNK4,CW - Contractor,128
17.4,IPHONE 15,IPHONE 15,56,PL,PIcYX[2,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,DE,PM[XRMSX,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,67,HU,KW[ZG\E9,EMP - Regular,256
17.4,IPHONE 14,IPHONE 14,61,GB,DKQFU]OP,EMP - Regular,128
17.0.3,IPHONE 12,IPHONE 12,75,AU,GW`HRMD,EMP - Regular,128
17.4,IPHONE 15,IPHONE 15,56,CH,EWNLTSFI,EMP - Regular,128
17.3.1,IPHONE 11,IPHONE 11,,CO,PW[ERMO?,EMP - Regular,
17.4,IPHONE 14,IPHONE 14,61,IT,EIWHOVJK,EMP - Regular,128
17.4,IPHONE 15,IPHONE 15,56,PL,KMLLSIOZ,EMP - Temporary,128
17.4,IPHONE 15,IPHONE 15,56,ES,DT_EXU59,EMP - Regular,128
17.4,IPHONE 15,IPHONE 15,56,UNKNOWN,XVTRU_O,Unknown,128
17.4,IPHONE 14,IPHONE 14,61,IT,GI_MS,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,GB,ZIPIXR3,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,UNKNOWN,XVTRU_O,Unknown,128
17.4,IPHONE 13,IPHONE 13,64,UNKNOWN,XVTRU_O,Unknown,128
17.3,IPHONE XR,IPHONE XR,62,GB,ZZRKN\H:,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,UNKNOWN,XVTRU_O,Unknown,128
17.4,IPAD (9TH GENERATION,IPAD 9TH GEN,75,UNKNOWN,XVTRU_O,Unknown,64
17.4,IPAD AIR 5TH GENERAT,IPAD AIR 5TH GEN,92,RU,PWMMTIF,EMP - Regular,256
17.3.1,IPHONE 15,IPHONE 15,56,SE,JZJELTBR,EMP - Regular,128
17.2.1,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,DE,ZIPRKR3@,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,PL,VQNRQWN,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,DE,E][KKZT?,EMP - Regular,128
17.2.1,IPHONE 12,IPHONE 12,75,IT,F]]XOKBM,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,UNKNOWN,XVTRU_O,Unknown,128
17.4,IPAD PRO 11-INCH 4TH,IPAD PRO 11-INCH 4TH GEN,121,CH,VKQMLNNI,EMP - Regular,256
17.3,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,112,DE,PMbIXU49,EMP - Regular,256
17.4,IPHONE 15,IPHONE 15,56,ES,SI[MKVUI,EMP - Regular,128
17.2.1,IPHONE 15,IPHONE 15,56,CN,V]`57,EMP - Regular,128
17.3,IPHONE 13,IPHONE 13,64,UNKNOWN,XVTRU_O,Unknown,128
17.4,IPHONE 15,IPHONE 15,56,UNKNOWN,XVTRU_O,Unknown,128
17.3.1,IPHONE 13,IPHONE 13,64,PL,G]LLTWXM,EMP - Regular,128
17.3.1,IPHONE 15,IPHONE 15,56,TH,VZRW[_Q9,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,DE,SWWKXIUU,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,DE,ZQUHTMS\,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,JZNKUZJ,EMP - Regular,64
16.7,IPHONE 13,IPHONE 13,71,US,PIQSTMU;,EMP - Regular,256
16.1.1,IPHONE 13,IPHONE 13,64,CH,HTQEOJB\,EMP - Regular,128
17.3.1,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,,PT,QWPYKQBA,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,SK,JM[IMZ2,EMP - Regular,128
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,US,PI[XS:99,CW - Managed Service,128
17.3.1,IPHONE 13,IPHONE 13,64,CN,\]c7>,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,HK,NIRP[VX,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,BE,FPRIX[T,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,US,V]PE\IO[,EMP - Regular,128
16.7,IPHONE 13,IPHONE 13,64,PT,GMUKGLC9,EMP - Regular,128
16.7.4,IPHONE 8,IPHONE 8,,DE,O][KS,EMP - Regular,
17.4,IPHONE 13,IPHONE 13,64,US,PL]E_TPZ,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,US,PW[ETWS,EMP - Regular,128
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,CH,D]KV_O,EMP - Regular,128
16.7.6,IPHONE 8,IPHONE 8,57,DE,UW\ITJM[,EMP - Regular,64
17.3,IPHONE 12,IPHONE 12,70,ZA,OW^[K9,EMP - Regular,64
16.3.1,IPAD 9.7-INCH 6TH GE,IPAD 6TH GEN 9.7-INCH,105,CN,OQ^W7:9,EMP - Regular,128
17.3.1,IPHONE 11,IPHONE 11,72,CO,EI[VK\D?,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,75,US,]PJRP919,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,AU,KI[MRIM[,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,AU,EILOKZN,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,AU,EM]XYV,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,AU,ZWWKP;8,EMP - Regular,128
17.3,IPHONE 11,IPHONE 11,77,US,JQ]XRMSZ,EMP - Regular,128
17.3,IPAD 8TH GEN 10.2-IN,IPAD 8TH GEN 10.2-INCH,,DE,GMTMTOFI,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,AU,PQQERQD[,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,US,V\XRK[8,EMP - Regular,128
17.4,IPHONE 11,IPHONE 11,77,US,ZQUOU_TR,EMP - Regular,128
16.7,IPHONE 11,IPHONE 11,72,CO,UWMVOU6@,EMP - Regular,64
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,RM[OKVTU,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,,CH,HQLLKVCJ,EMP - Regular,
17.4,IPHONE 11,IPHONE 11,77,US,GWXPO\UI,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,AU,ZI^KNR,EMP - Regular,128
17.3.1,IPAD PRO 12.9-INCH.,IPAD PRO 12.9-INCH,,CH,PWUMZWSJ,EMP - Temporary,256
16.7,IPHONE 12,IPHONE 12,75,AU,SI[OKVD,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,US,YMNVGXQZ,EMP - Regular,128
16.7,IPHONE 11,IPHONE 11,77,SA,PIVHU]N9,CW - Contractor,128
17.1.2,IPAD PRO 10.5-INCH,IPAD PRO 10.5-INCH,,CH,VKQRKU2;,EMP - Regular,256
17.4,IPHONE 13,IPHONE 13,64,CA,YMRRUZ,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,DE,UMRRNIN?,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,70,JP,\IPMZ9,EMP - Regular,64
17.4,IPAD 10.9-INCH 10TH,IPAD 10TH GEN 10.9-INCH,72,CN,OQWN781,EMP - Regular,64
17.4,IPAD PRO 11-INCH 4TH,IPAD PRO 11-INCH 4TH GEN,100,DE,SQ]XNION,EMP - Regular,128
17.4,IPAD 10.9-INCH 10TH,IPAD 10TH GEN 10.9-INCH,72,CN,J]JRS;,EMP - Regular,64
17.4,IPAD 10.9-INCH 10TH,IPAD 10TH GEN 10.9-INCH,72,CN,FPNRY96@,EMP - Regular,64
17.4,IPHONE 14,IPHONE 14,61,CH,NZJYYV,EMP - Regular,128
17.3,IPAD AIR 5TH GENERAT,IPAD AIR 5TH GEN,80,GB,MILOYS3?,EMP - Regular,64
17.4,IPHONE 13 MINI,IPHONE 13 MINI,61,GB,LZ`MTS3,EMP - Regular,128
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,DE,ZI\LG]TK,EMP - Regular,128
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,CH,[]]66,EMP - Regular,128
17.4,IPAD PRO 11-INCH 4TH,IPAD PRO 11-INCH 4TH GEN,100,DE,KIRWYX,EMP - Regular,128
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,DE,JINVZVE9,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,CH,VXNGN\D,EMP - Regular,128
17.3.1,IPAD PRO 11-INCH 4TH,IPAD PRO 11-INCH 4TH GEN,121,CH,KMUHZV,EMP - Regular,256
17.4,IPAD 10.9-INCH 10TH,IPAD 10TH GEN 10.9-INCH,72,CN,FIRN8@,EMP - Regular,64
17.1.2,IPAD 10.9-INCH 10TH,IPAD 10TH GEN 10.9-INCH,72,CN,OQQ5<?,EMP - Regular,64
17.4,IPAD 10.9-INCH 10TH,IPAD 10TH GEN 10.9-INCH,72,CN,GWWK`:1,EMP - Regular,64
16.7,IPHONE 11,IPHONE 11,77,US,UMWYQ,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,CH,DJ[IIPD9,EMP - Regular,128
17.1.2,IPAD PRO 11-INCH 4TH,IPAD PRO 11-INCH 4TH GEN,,CH,DJ[IIPD9,EMP - Regular,
17.3.1,IPHONE 14,IPHONE 14,61,UY,GMUKGLFA,EMP - Regular,128
17.2.1,IPHONE 13,IPHONE 13,64,FR,P]\WGZEU,EMP - Regular,128
15.8.1,IPAD AIR 2,IPAD AIR 2ND GEN,,BR,GMKEXZPI,CW - Contractor,64
17.3.1,IPHONE 14,IPHONE 14,61,UY,OQWEXMTO,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,RO,KIMRGOZT,EMP - Regular,128
17.3.1,IPHONE 14,IPHONE 14,61,UY,JI[EZ[,EMP - Regular,128
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,US,OMRKN\B9,EMP - Regular,128
16.5.1,IPAD (9TH GENERATION,IPAD 9TH GEN,75,UNKNOWN,XVTRU_O,Unknown,64
16.7,IPAD (9TH GENERATION,IPAD 9TH GEN,75,DE,N]NLTMSK,EMP - Regular,64
17.3.1,IPHONE 13,IPHONE 13,64,FR,]MRXU]OV,EMP - Regular,128
16.7.2,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,IQ]XKZMT,EMP - Regular,64
17.3,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,HU,FQ]VGSQ,EMP - Regular,64
17.3.1,IPHONE 11,IPHONE 11,77,US,OMNH8?,EMP - Regular,128
17.4,IPAD PRO 11-INCH. 2N,IPAD PRO 11-INCH 2ND GEN,130,CH,G]JRR9,EMP - Long-term IA (LTIA),256
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,RTKVOKIZ,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,75,US,NW\EXQLL,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,US,RTRZKZJR,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,US,HV[MW]S9,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,CH,QITEMIXX,EMP - Regular,128
17.3.1,IPHONE 11,IPHONE 11,77,RS,MW_ETWWQ,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,CH,IW[POVF,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,NZXILNHL,EMP - Regular,64
17.3.1,IPHONE 12,IPHONE 12,75,CH,EIYXO[U^,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,CH,ZIPRKZIT,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,EMLOKZE=,EMP - Regular,64
17.4,IPHONE 11,IPHONE 11,77,GB,RPJVKU2,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,NWNROOD,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,75,CN,[]b58?,EMP - Regular,128
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,E][ONIK:,EMP - Regular,64
17.4,IPAD 7TH GEN 10.2-IN,IPAD 7TH GEN 10.2-INCH,93,CN,EIS5,EMP - Regular,128
17.3.1,IPAD 7TH GEN 10.2-IN,IPAD 7TH GEN 10.2-INCH,93,CN,FPNRH>2,EMP - Regular,128
17.3.1,IPAD AIR 4TH GEN (WI,IPAD AIR 4TH GEN,,RU,NPJQOLVQ,EMP - Regular,256
16.5.1,IPHONE XR,IPHONE XR,62,MY,FP^RMK:,EMP - Regular,64
17.3.1,IPAD 7TH GEN 10.2-IN,IPAD 7TH GEN 10.2-INCH,,CN,Z]P67,EMP - Regular,
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,\ITYYPLa,EMP - Regular,64
17.1.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,JP,QWVYXIU9,EMP - Regular,64
16.7,IPHONE 12,IPHONE 12,75,AU,QO^]KL98,EMP - Regular,128
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,CH,FPJTV]N9,EMP - Regular,128
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,OQNWIPN,EMP - Regular,64
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,US,ZWXHOVHK,EMP - Regular,128
17.4,IPHONE 11,IPHONE 11,77,DE,V\JRURFV,EMP - Regular,128
17.2.1,IPHONE 12,IPHONE 12,75,ES,OTJHUJBM,EMP - Regular,128
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,HU,KW[ZG\C;,EMP - Regular,64
17.1.2,IPHONE 11,IPHONE 11,,CN,TQS8,EMP - Regular,
17.2.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,,DE,VKQPKKI],EMP - Regular,
17.2.1,IPHONE 11,IPHONE 11,77,US,VIUZGOOU,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,CH,Q]NVTJFI,CW - Contractor,128
17.1.2,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,US,SQUPGZ,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,CH,FWUSSJM<,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,US,JIUPOMO_,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,CH,RTRQUVN,EMP - Regular,128
16.6.1,IPHONE 12,IPHONE 12,75,US,PJ^ITZP[,EMP - Regular,128
16.7,IPHONE 11,IPHONE 11,77,CN,\Mc5;,EMP - Regular,128
